order_id,lens_type,current_stage,order_age_hours,sla_hours,inventory_available,qc_failures,store_location,rework_count,delay_reason,breached
ORD-2024-101034,Single Vision,Shipped,35.5,30,0,0,Mumbai,0,None,1
ORD-2024-101035,Single Vision,Packing,27.0,30,1,0,Chennai,1,None,0
ORD-2024-101036,Progressive,Prescription Verified,30.4,96,0,0,Bangalore,0,None,0
ORD-2024-101037,Single Vision,Packing,31.0,30,0,0,Hyderabad,0,None,0
ORD-2024-101038,Single Vision,Quality Check,38.5,24,1,0,Bangalore,0,Machine Breakdown,0
ORD-2024-101039,Single Vision,Frame Fitting,27.5,24,0,0,Bangalore,1,Supplier Delay,1
ORD-2024-101040,Progressive,Lens Cutting,81.7,72,1,3,Chennai,1,QC Failure,1
ORD-2024-101041,Single Vision,Frame Fitting,15.8,18,0,0,Bangalore,0,Inventory Shortage,0
ORD-2024-101042,Single Vision,Shipped,20.4,24,1,0,Mumbai,0,None,0
ORD-2024-101043,Single Vision,Quality Check,27.3,24,1,1,Chennai,2,None,0
ORD-2024-101044,Bifocal,Frame Fitting,37.9,48,0,0,Mumbai,0,None,0
ORD-2024-101045,Single Vision,Prescription Verified,1.4,24,1,0,Chennai,0,None,0
ORD-2024-101046,Progressive,Packing,77.9,72,1,0,Chennai,0,None,0
ORD-2024-101047,Bifocal,Order Placed,15.6,48,1,0,Delhi,0,None,0
ORD-2024-101048,Single Vision,Quality Check,14.2,18,1,0,Mumbai,0,None,0
ORD-2024-101049,Single Vision,Shipped,66.7,30,0,0,Kolkata,0,Supplier Delay,1
ORD-2024-101050,Single Vision,Frame Fitting,20.0,24,1,0,Bangalore,0,Logistics Delay,0
ORD-2024-101051,Bifocal,Shipped,57.2,48,1,0,Bangalore,0,Inventory Shortage,0
ORD-2024-101052,Bifocal,Lens Cutting,13.3,36,1,0,Delhi,0,None,0
ORD-2024-101053,Bifocal,Quality Check,121.8,60,0,3,Mumbai,0,Supplier Delay,1
ORD-2024-101054,Single Vision,Coating,8.4,24,1,0,Hyderabad,0,None,0
ORD-2024-101055,Single Vision,Lens Cutting,6.9,24,1,0,Chennai,0,Logistics Delay,0
ORD-2024-101056,Bifocal,Quality Check,51.5,48,1,2,Delhi,2,None,0
ORD-2024-101057,Progressive,Lens Cutting,22.3,72,0,0,Mumbai,0,None,0
ORD-2024-101058,Single Vision,Prescription Verified,10.5,24,1,0,Delhi,0,Supplier Delay,0
ORD-2024-101059,Single Vision,Quality Check,20.9,24,1,0,Bangalore,0,None,0
ORD-2024-101060,Bifocal,Order Placed,1.1,48,1,0,Hyderabad,0,Logistics Delay,0
ORD-2024-101061,Single Vision,Lens Cutting,12.6,24,1,0,Pune,0,None,0
ORD-2024-101062,Bifocal,Frame Fitting,43.5,48,0,0,Delhi,0,Inventory Shortage,1
ORD-2024-101063,Single Vision,Frame Fitting,12.0,24,1,0,Mumbai,0,None,0
ORD-2024-101064,Single Vision,Shipped,21.9,24,1,0,Pune,0,None,0
ORD-2024-101065,Bifocal,Prescription Verified,1.0,48,1,0,Hyderabad,0,Logistics Delay,0
ORD-2024-101066,Progressive,Coating,44.7,72,1,0,Mumbai,0,Logistics Delay,0
ORD-2024-101067,Single Vision,Coating,22.7,24,1,1,Kolkata,1,QC Failure,1
ORD-2024-101068,Single Vision,Lens Cutting,14.2,24,1,1,Mumbai,0,Inventory Shortage,0
ORD-2024-101069,Progressive,Quality Check,151.6,72,0,1,Mumbai,0,Machine Breakdown,1
ORD-2024-101070,Bifocal,Prescription Verified,22.2,48,1,1,Pune,0,None,0
ORD-2024-101071,Bifocal,Coating,13.6,36,1,0,Mumbai,0,None,0
ORD-2024-101072,Single Vision,Order Placed,6.6,18,1,0,Chennai,0,Logistics Delay,0
ORD-2024-101073,Progressive,Coating,78.0,72,0,0,Mumbai,1,None,1
ORD-2024-101074,Single Vision,Shipped,36.4,24,1,1,Bangalore,0,QC Failure,1
ORD-2024-101075,Single Vision,Shipped,30.7,24,1,0,Delhi,0,None,0
ORD-2024-101076,Bifocal,Coating,36.0,48,1,0,Kolkata,0,None,0
ORD-2024-101077,Single Vision,Shipped,27.6,18,1,0,Bangalore,0,Supplier Delay,1
ORD-2024-101078,Progressive,Packing,82.8,72,1,0,Bangalore,0,None,1
ORD-2024-101079,Single Vision,Packing,30.6,24,1,0,Kolkata,1,None,0
ORD-2024-101080,Progressive,Prescription Verified,11.9,72,1,1,Bangalore,0,None,0
ORD-2024-101081,Single Vision,Lens Cutting,4.9,24,1,1,Hyderabad,0,None,0
ORD-2024-101082,Single Vision,Coating,18.8,24,1,1,Mumbai,0,None,0
ORD-2024-101083,Single Vision,Lens Cutting,11.6,24,0,0,Delhi,0,Supplier Delay,1
ORD-2024-101084,Single Vision,Quality Check,34.4,24,1,1,Bangalore,1,None,1
ORD-2024-101085,Bifocal,Frame Fitting,27.9,48,0,0,Hyderabad,0,Inventory Shortage,0
ORD-2024-101086,Bifocal,Coating,43.8,60,1,0,Mumbai,0,None,0
ORD-2024-101087,Single Vision,Packing,21.0,24,1,0,Pune,0,None,0
ORD-2024-101088,Single Vision,Packing,28.7,24,0,0,Kolkata,0,None,0
ORD-2024-101089,Single Vision,Prescription Verified,3.6,24,1,0,Chennai,1,None,0
ORD-2024-101090,Bifocal,Prescription Verified,1.6,48,1,0,Delhi,1,Machine Breakdown,0
ORD-2024-101091,Single Vision,Packing,23.9,24,1,0,Hyderabad,0,QC Failure,1
ORD-2024-101092,Progressive,Prescription Verified,6.0,60,1,0,Bangalore,1,Machine Breakdown,0
ORD-2024-101093,Single Vision,Order Placed,0.5,18,1,0,Mumbai,0,None,0
ORD-2024-101094,Single Vision,Frame Fitting,13.5,24,1,0,Bangalore,0,None,0
ORD-2024-101095,Bifocal,Frame Fitting,58.4,48,0,0,Bangalore,0,QC Failure,0
ORD-2024-101096,Single Vision,Quality Check,23.2,24,0,0,Chennai,0,None,0
ORD-2024-101097,Bifocal,Lens Cutting,28.3,48,0,0,Mumbai,0,QC Failure,0
ORD-2024-101098,Progressive,Coating,45.4,72,0,0,Kolkata,0,None,0
ORD-2024-101099,Single Vision,Lens Cutting,7.4,24,1,0,Hyderabad,0,None,0
ORD-2024-101100,Bifocal,Order Placed,16.1,48,1,0,Delhi,0,None,0
ORD-2024-101101,Single Vision,Frame Fitting,14.3,24,1,0,Bangalore,0,None,0
ORD-2024-101102,Single Vision,Order Placed,0.7,24,1,1,Kolkata,0,Machine Breakdown,0
ORD-2024-101103,Single Vision,Quality Check,13.1,18,1,0,Chennai,0,None,0
ORD-2024-101104,Single Vision,Lens Cutting,7.8,24,1,1,Delhi,0,Supplier Delay,0
ORD-2024-101105,Bifocal,Quality Check,97.1,48,0,1,Mumbai,0,Machine Breakdown,1
ORD-2024-101106,Progressive,Packing,154.2,72,0,2,Mumbai,1,Inventory Shortage,1
ORD-2024-101107,Bifocal,Quality Check,58.1,36,0,1,Delhi,2,Supplier Delay,1
ORD-2024-101108,Single Vision,Frame Fitting,15.9,24,1,1,Pune,0,Logistics Delay,0
ORD-2024-101109,Single Vision,Lens Cutting,6.9,18,1,0,Bangalore,0,Logistics Delay,0
ORD-2024-101110,Progressive,Packing,90.7,72,0,1,Kolkata,0,Supplier Delay,1
ORD-2024-101111,Progressive,Quality Check,174.1,72,0,3,Chennai,2,Inventory Shortage,1
ORD-2024-101112,Bifocal,Lens Cutting,15.5,48,1,0,Hyderabad,0,Machine Breakdown,0
ORD-2024-101113,Single Vision,Prescription Verified,3.9,24,1,0,Bangalore,0,None,0
ORD-2024-101114,Single Vision,Order Placed,7.4,24,1,0,Bangalore,0,Logistics Delay,0
ORD-2024-101115,Progressive,Packing,97.1,96,1,0,Mumbai,1,None,0
ORD-2024-101116,Bifocal,Order Placed,1.3,48,1,0,Hyderabad,0,Machine Breakdown,0
ORD-2024-101117,Single Vision,Prescription Verified,2.0,24,1,0,Delhi,0,None,0
ORD-2024-101118,Progressive,Coating,75.8,72,0,0,Hyderabad,0,QC Failure,0
ORD-2024-101119,Bifocal,Coating,55.7,60,0,1,Delhi,2,Supplier Delay,1
ORD-2024-101120,Single Vision,Quality Check,39.1,30,1,0,Bangalore,0,Supplier Delay,1
ORD-2024-101121,Single Vision,Lens Cutting,12.7,24,1,0,Chennai,1,None,0
ORD-2024-101122,Bifocal,Shipped,100.1,60,0,1,Chennai,0,Supplier Delay,1
ORD-2024-101123,Progressive,Frame Fitting,51.7,72,1,0,Pune,0,None,0
ORD-2024-101124,Bifocal,Lens Cutting,8.8,48,0,0,Hyderabad,0,None,0
ORD-2024-101125,Single Vision,Lens Cutting,17.3,24,1,0,Chennai,0,Supplier Delay,0
ORD-2024-101126,Bifocal,Lens Cutting,10.2,48,1,0,Hyderabad,0,Logistics Delay,0
ORD-2024-101127,Progressive,Order Placed,1.5,72,1,0,Pune,0,None,0
ORD-2024-101128,Single Vision,Order Placed,4.9,24,1,0,Chennai,1,Logistics Delay,0
ORD-2024-101129,Single Vision,Lens Cutting,13.1,24,1,0,Pune,0,Logistics Delay,0
ORD-2024-101130,Single Vision,Order Placed,5.0,18,1,0,Bangalore,0,Supplier Delay,0
ORD-2024-101131,Progressive,Packing,110.9,72,0,0,Delhi,0,Logistics Delay,1
ORD-2024-101132,Single Vision,Coating,36.3,24,1,2,Mumbai,1,QC Failure,1
ORD-2024-101133,Single Vision,Quality Check,32.7,24,1,1,Bangalore,2,Logistics Delay,1
ORD-2024-101134,Progressive,Coating,79.9,60,0,0,Pune,0,Inventory Shortage,1
ORD-2024-101135,Single Vision,Order Placed,0.9,30,1,0,Bangalore,0,Machine Breakdown,0
ORD-2024-101136,Progressive,Coating,42.5,72,1,0,Delhi,0,None,0
ORD-2024-101137,Progressive,Quality Check,85.1,72,1,1,Chennai,0,Machine Breakdown,1
ORD-2024-101138,Single Vision,Packing,33.4,24,0,0,Chennai,0,Inventory Shortage,1
ORD-2024-101139,Single Vision,Prescription Verified,1.6,24,1,0,Bangalore,0,None,0
ORD-2024-101140,Single Vision,Order Placed,0.6,24,1,0,Pune,0,Supplier Delay,0
ORD-2024-101141,Single Vision,Lens Cutting,9.4,24,1,2,Bangalore,1,Logistics Delay,0
ORD-2024-101142,Single Vision,Order Placed,0.9,30,1,0,Kolkata,0,None,0
ORD-2024-101143,Single Vision,Lens Cutting,18.8,24,0,0,Kolkata,1,Inventory Shortage,0
ORD-2024-101144,Progressive,Packing,139.9,72,0,1,Kolkata,1,Inventory Shortage,1
ORD-2024-101145,Progressive,Prescription Verified,2.6,72,0,1,Mumbai,1,Inventory Shortage,1
ORD-2024-101146,Single Vision,Frame Fitting,18.0,24,0,0,Delhi,0,None,0
ORD-2024-101147,Bifocal,Frame Fitting,36.8,48,0,0,Bangalore,0,Inventory Shortage,1
ORD-2024-101148,Bifocal,Prescription Verified,26.1,48,0,0,Kolkata,0,None,0
ORD-2024-101149,Bifocal,Shipped,96.4,48,1,2,Kolkata,2,Supplier Delay,1
ORD-2024-101150,Single Vision,Packing,26.5,24,1,0,Bangalore,0,None,0
ORD-2024-101151,Single Vision,Coating,23.6,30,1,0,Mumbai,0,Machine Breakdown,0
ORD-2024-101152,Progressive,Packing,81.3,96,1,0,Bangalore,0,Logistics Delay,0
ORD-2024-101153,Single Vision,Coating,12.2,24,1,0,Bangalore,0,None,0
ORD-2024-101154,Bifocal,Coating,24.0,48,1,0,Chennai,0,Logistics Delay,0
ORD-2024-101155,Progressive,Quality Check,87.0,72,0,1,Kolkata,0,Supplier Delay,1
ORD-2024-101156,Progressive,Shipped,103.5,72,0,0,Chennai,0,Supplier Delay,1
ORD-2024-101157,Bifocal,Coating,33.9,60,0,0,Bangalore,0,None,0
ORD-2024-101158,Single Vision,Lens Cutting,8.0,24,1,0,Delhi,0,Inventory Shortage,0
ORD-2024-101159,Single Vision,Frame Fitting,19.9,24,1,0,Delhi,0,None,0
ORD-2024-101160,Progressive,Coating,41.5,60,1,2,Chennai,1,Machine Breakdown,0
ORD-2024-101161,Single Vision,Order Placed,0.5,24,1,0,Delhi,0,None,0
ORD-2024-101162,Progressive,Packing,122.4,72,0,3,Delhi,1,Logistics Delay,1
ORD-2024-101163,Bifocal,Quality Check,52.7,36,1,1,Chennai,0,Machine Breakdown,1
ORD-2024-101164,Single Vision,Coating,26.2,24,0,0,Chennai,0,Machine Breakdown,1
ORD-2024-101165,Bifocal,Packing,56.5,48,1,1,Pune,1,None,1
ORD-2024-101166,Bifocal,Frame Fitting,49.2,48,0,0,Chennai,0,Inventory Shortage,1
ORD-2024-101167,Single Vision,Packing,25.3,24,1,0,Delhi,0,Logistics Delay,0
ORD-2024-101168,Single Vision,Frame Fitting,16.9,24,1,0,Bangalore,0,Logistics Delay,0
ORD-2024-101169,Single Vision,Packing,18.8,24,1,0,Delhi,0,None,0
ORD-2024-101170,Progressive,Prescription Verified,15.4,72,0,0,Pune,0,Supplier Delay,0
ORD-2024-101171,Progressive,Frame Fitting,71.8,72,0,0,Delhi,0,Supplier Delay,1
ORD-2024-101172,Bifocal,Shipped,43.6,48,1,0,Kolkata,0,None,0
ORD-2024-101173,Bifocal,Shipped,65.0,48,0,0,Kolkata,0,Inventory Shortage,1
ORD-2024-101174,Progressive,Frame Fitting,108.5,72,0,0,Pune,0,Supplier Delay,0
ORD-2024-101175,Single Vision,Frame Fitting,21.3,24,1,0,Delhi,0,Supplier Delay,0
ORD-2024-101176,Progressive,Shipped,121.5,72,1,0,Delhi,0,Logistics Delay,1
ORD-2024-101177,Single Vision,Packing,60.0,24,0,2,Delhi,2,Inventory Shortage,1
ORD-2024-101178,Single Vision,Lens Cutting,8.3,30,1,0,Delhi,0,Machine Breakdown,0
ORD-2024-101179,Progressive,Prescription Verified,13.9,60,1,0,Kolkata,0,Machine Breakdown,0
ORD-2024-101180,Bifocal,Lens Cutting,8.6,48,1,0,Delhi,0,None,0
ORD-2024-101181,Bifocal,Packing,38.1,48,1,0,Hyderabad,0,None,0
ORD-2024-101182,Single Vision,Lens Cutting,3.5,24,1,0,Mumbai,0,Machine Breakdown,0
ORD-2024-101183,Bifocal,Packing,70.7,48,1,1,Delhi,1,Machine Breakdown,1
ORD-2024-101184,Bifocal,Coating,37.1,48,1,0,Hyderabad,0,None,0
ORD-2024-101185,Single Vision,Order Placed,9.3,30,0,0,Chennai,0,Supplier Delay,0
ORD-2024-101186,Progressive,Coating,33.1,96,1,1,Chennai,0,None,0
ORD-2024-101187,Single Vision,Prescription Verified,5.8,24,1,0,Bangalore,0,None,0
ORD-2024-101188,Single Vision,Lens Cutting,10.0,24,1,0,Chennai,0,Logistics Delay,0
ORD-2024-101189,Progressive,Coating,44.6,72,1,0,Bangalore,0,None,0
ORD-2024-101190,Single Vision,Lens Cutting,3.0,24,1,3,Bangalore,0,QC Failure,0
ORD-2024-101191,Bifocal,Quality Check,112.4,48,0,1,Hyderabad,1,Supplier Delay,1
ORD-2024-101192,Single Vision,Lens Cutting,7.9,24,1,0,Delhi,2,None,0
ORD-2024-101193,Bifocal,Quality Check,55.4,48,1,0,Chennai,2,None,0
ORD-2024-101194,Bifocal,Frame Fitting,22.6,36,1,0,Kolkata,0,Inventory Shortage,0
ORD-2024-101195,Bifocal,Prescription Verified,9.4,48,1,0,Bangalore,0,None,0
ORD-2024-101196,Bifocal,Quality Check,58.5,48,1,1,Bangalore,0,QC Failure,1
ORD-2024-101197,Bifocal,Shipped,107.0,60,0,1,Bangalore,0,Supplier Delay,1
ORD-2024-101198,Single Vision,Frame Fitting,14.7,24,1,0,Chennai,0,None,0
ORD-2024-101199,Single Vision,Quality Check,16.3,24,1,0,Bangalore,0,None,0
ORD-2024-101200,Single Vision,Shipped,28.1,24,0,0,Bangalore,0,None,1
ORD-2024-101201,Single Vision,Coating,11.1,24,1,0,Hyderabad,0,None,0
ORD-2024-101202,Single Vision,Coating,11.2,24,1,0,Delhi,0,Supplier Delay,0
ORD-2024-101203,Progressive,Coating,64.7,60,0,0,Bangalore,0,Inventory Shortage,1
ORD-2024-101204,Single Vision,Order Placed,0.5,24,1,0,Hyderabad,0,None,0
ORD-2024-101205,Single Vision,Order Placed,5.4,30,1,0,Kolkata,0,None,0
ORD-2024-101206,Bifocal,Shipped,117.7,48,0,1,Chennai,2,None,1
ORD-2024-101207,Bifocal,Frame Fitting,26.6,48,1,0,Mumbai,0,None,0
ORD-2024-101208,Single Vision,Packing,20.5,24,1,0,Hyderabad,0,None,0
ORD-2024-101209,Bifocal,Prescription Verified,17.2,48,0,0,Bangalore,0,Inventory Shortage,0
ORD-2024-101210,Progressive,Lens Cutting,35.7,72,1,0,Mumbai,0,Logistics Delay,0
ORD-2024-101211,Single Vision,Coating,13.6,24,1,0,Delhi,0,None,0
ORD-2024-101212,Bifocal,Order Placed,1.2,48,1,0,Pune,0,Logistics Delay,0
ORD-2024-101213,Single Vision,Coating,16.2,24,1,0,Kolkata,0,Supplier Delay,0
ORD-2024-101214,Single Vision,Prescription Verified,6.7,30,0,0,Bangalore,0,None,0
ORD-2024-101215,Bifocal,Prescription Verified,1.8,60,0,0,Chennai,0,QC Failure,0
ORD-2024-101216,Single Vision,Order Placed,0.5,24,1,0,Mumbai,0,QC Failure,0
ORD-2024-101217,Single Vision,Packing,52.6,30,0,0,Kolkata,0,Inventory Shortage,0
ORD-2024-101218,Single Vision,Quality Check,19.4,18,1,1,Chennai,2,None,1
ORD-2024-101219,Single Vision,Order Placed,2.9,24,1,1,Hyderabad,1,None,0
ORD-2024-101220,Bifocal,Quality Check,51.5,48,1,2,Chennai,0,QC Failure,1
ORD-2024-101221,Single Vision,Quality Check,25.5,30,1,1,Hyderabad,0,None,0
ORD-2024-101222,Single Vision,Packing,29.3,24,1,0,Chennai,0,Supplier Delay,0
ORD-2024-101223,Single Vision,Shipped,20.0,24,1,0,Hyderabad,0,None,0
ORD-2024-101224,Single Vision,Coating,12.7,24,1,0,Hyderabad,0,QC Failure,0
ORD-2024-101225,Single Vision,Quality Check,16.4,18,1,0,Kolkata,0,Logistics Delay,0
ORD-2024-101226,Progressive,Packing,125.4,72,0,1,Mumbai,1,None,1
ORD-2024-101227,Bifocal,Lens Cutting,29.7,48,0,0,Mumbai,0,None,0
ORD-2024-101228,Single Vision,Quality Check,28.0,24,1,0,Mumbai,1,Supplier Delay,1
ORD-2024-101229,Bifocal,Quality Check,47.5,60,1,0,Hyderabad,0,None,0
ORD-2024-101230,Single Vision,Lens Cutting,7.6,24,1,0,Delhi,0,None,0
ORD-2024-101231,Progressive,Frame Fitting,74.1,72,1,1,Hyderabad,0,None,1
ORD-2024-101232,Bifocal,Packing,52.4,36,0,0,Bangalore,0,None,1
ORD-2024-101233,Bifocal,Quality Check,82.6,48,0,1,Hyderabad,1,None,1
ORD-2024-101234,Bifocal,Packing,54.3,48,1,0,Delhi,0,Machine Breakdown,0
ORD-2024-101235,Bifocal,Coating,25.3,36,1,0,Chennai,0,Machine Breakdown,0
ORD-2024-101236,Single Vision,Frame Fitting,23.7,24,1,2,Delhi,1,Machine Breakdown,0
ORD-2024-101237,Bifocal,Quality Check,75.1,48,0,0,Bangalore,0,Machine Breakdown,1
ORD-2024-101238,Single Vision,Quality Check,10.7,24,1,0,Bangalore,0,None,0
ORD-2024-101239,Single Vision,Shipped,23.3,18,0,1,Kolkata,0,None,1
ORD-2024-101240,Bifocal,Coating,34.7,48,0,0,Bangalore,0,None,0
ORD-2024-101241,Bifocal,Coating,18.3,48,1,0,Kolkata,0,None,0
ORD-2024-101242,Bifocal,Quality Check,40.6,48,1,0,Chennai,0,Machine Breakdown,1
ORD-2024-101243,Bifocal,Prescription Verified,23.5,36,0,0,Mumbai,0,Supplier Delay,0
ORD-2024-101244,Progressive,Quality Check,98.6,72,0,0,Delhi,0,QC Failure,1
ORD-2024-101245,Bifocal,Prescription Verified,6.9,36,1,0,Pune,1,Inventory Shortage,0
ORD-2024-101246,Progressive,Coating,60.0,72,0,0,Delhi,0,Logistics Delay,0
ORD-2024-101247,Single Vision,Lens Cutting,6.5,24,1,0,Chennai,0,Logistics Delay,0
ORD-2024-101248,Single Vision,Packing,24.7,24,1,0,Chennai,0,None,1
ORD-2024-101249,Progressive,Frame Fitting,74.8,60,0,0,Mumbai,0,None,1
ORD-2024-101250,Single Vision,Quality Check,27.0,30,1,0,Bangalore,0,None,0
ORD-2024-101251,Single Vision,Order Placed,4.9,24,1,0,Delhi,0,None,0
ORD-2024-101252,Single Vision,Shipped,19.2,18,1,0,Bangalore,0,QC Failure,0
ORD-2024-101253,Progressive,Quality Check,77.8,72,1,0,Delhi,0,Machine Breakdown,1
ORD-2024-101254,Single Vision,Coating,23.6,24,1,0,Mumbai,0,Inventory Shortage,0
ORD-2024-101255,Single Vision,Packing,19.8,24,1,0,Delhi,0,Machine Breakdown,0
ORD-2024-101256,Single Vision,Order Placed,0.6,24,1,0,Hyderabad,0,Supplier Delay,0
ORD-2024-101257,Single Vision,Quality Check,21.1,18,0,0,Kolkata,0,Logistics Delay,1
ORD-2024-101258,Bifocal,Lens Cutting,34.6,48,1,2,Mumbai,2,QC Failure,0
ORD-2024-101259,Single Vision,Prescription Verified,0.6,18,1,0,Bangalore,0,None,0
ORD-2024-101260,Progressive,Order Placed,11.8,72,0,1,Bangalore,0,Inventory Shortage,0
ORD-2024-101261,Single Vision,Frame Fitting,15.4,18,1,0,Chennai,0,Supplier Delay,0
ORD-2024-101262,Single Vision,Frame Fitting,31.7,24,0,0,Pune,1,Machine Breakdown,1
ORD-2024-101263,Single Vision,Packing,27.1,24,1,0,Chennai,0,Inventory Shortage,0
ORD-2024-101264,Single Vision,Shipped,21.5,24,1,0,Bangalore,0,None,0
ORD-2024-101265,Bifocal,Shipped,45.3,48,1,0,Delhi,0,None,0
ORD-2024-101266,Bifocal,Lens Cutting,25.5,48,1,2,Chennai,0,QC Failure,0
ORD-2024-101267,Bifocal,Order Placed,0.8,36,1,0,Bangalore,0,None,0
ORD-2024-101268,Single Vision,Packing,25.7,24,1,0,Kolkata,0,None,0
ORD-2024-101269,Progressive,Coating,43.4,96,1,1,Mumbai,0,Machine Breakdown,0
ORD-2024-101270,Progressive,Order Placed,1.8,72,1,0,Delhi,0,Logistics Delay,0
ORD-2024-101271,Single Vision,Quality Check,15.8,24,1,0,Mumbai,1,None,0
ORD-2024-101272,Bifocal,Order Placed,1.3,48,1,1,Delhi,1,None,0
ORD-2024-101273,Single Vision,Order Placed,7.5,24,0,0,Pune,0,QC Failure,0
ORD-2024-101274,Bifocal,Quality Check,37.1,36,1,0,Pune,1,None,0
ORD-2024-101275,Progressive,Order Placed,3.5,72,0,1,Kolkata,1,Machine Breakdown,0
ORD-2024-101276,Single Vision,Coating,16.9,24,1,0,Delhi,0,Logistics Delay,0
ORD-2024-101277,Progressive,Quality Check,118.9,96,1,0,Delhi,0,Supplier Delay,0
ORD-2024-101278,Single Vision,Coating,6.4,24,1,0,Pune,0,Machine Breakdown,0
ORD-2024-101279,Single Vision,Quality Check,25.4,18,0,0,Mumbai,0,Inventory Shortage,1
ORD-2024-101280,Progressive,Shipped,64.8,72,1,0,Mumbai,0,None,0
ORD-2024-101281,Single Vision,Order Placed,1.0,24,1,0,Bangalore,1,Logistics Delay,0
ORD-2024-101282,Bifocal,Lens Cutting,56.8,48,1,3,Hyderabad,2,Machine Breakdown,1
ORD-2024-101283,Single Vision,Coating,37.4,24,0,2,Chennai,1,Supplier Delay,1
ORD-2024-101284,Bifocal,Lens Cutting,7.7,48,1,1,Chennai,0,None,1
ORD-2024-101285,Progressive,Lens Cutting,18.5,60,1,0,Kolkata,0,QC Failure,0
ORD-2024-101286,Progressive,Coating,75.3,72,0,2,Pune,2,None,1
ORD-2024-101287,Progressive,Prescription Verified,48.6,72,0,3,Delhi,1,Supplier Delay,0
ORD-2024-101288,Progressive,Lens Cutting,24.8,72,0,0,Hyderabad,0,None,0
ORD-2024-101289,Bifocal,Packing,90.0,48,1,3,Delhi,1,QC Failure,1
ORD-2024-101290,Progressive,Coating,26.9,72,0,0,Hyderabad,0,Machine Breakdown,0
ORD-2024-101291,Single Vision,Quality Check,38.4,30,1,0,Hyderabad,1,Supplier Delay,1
ORD-2024-101292,Bifocal,Packing,86.3,48,1,3,Chennai,2,None,1
ORD-2024-101293,Progressive,Coating,36.4,72,1,0,Delhi,0,QC Failure,0
ORD-2024-101294,Single Vision,Shipped,32.2,30,1,1,Bangalore,0,None,0
ORD-2024-101295,Single Vision,Quality Check,13.4,30,1,0,Delhi,0,None,0
ORD-2024-101296,Bifocal,Coating,20.9,48,1,0,Mumbai,0,Logistics Delay,0
ORD-2024-101297,Single Vision,Frame Fitting,16.7,24,1,0,Kolkata,1,Supplier Delay,0
ORD-2024-101298,Progressive,Prescription Verified,35.3,72,1,0,Chennai,0,Inventory Shortage,0
ORD-2024-101299,Single Vision,Frame Fitting,15.8,24,1,0,Kolkata,0,None,0
ORD-2024-101300,Single Vision,Quality Check,27.5,30,1,0,Delhi,0,None,0
ORD-2024-101301,Single Vision,Shipped,27.6,24,1,0,Hyderabad,0,None,0
ORD-2024-101302,Progressive,Packing,119.7,96,0,0,Kolkata,0,None,1
ORD-2024-101303,Bifocal,Shipped,64.3,60,1,0,Hyderabad,0,None,0
ORD-2024-101304,Single Vision,Prescription Verified,5.6,24,1,0,Hyderabad,0,Logistics Delay,0
ORD-2024-101305,Single Vision,Lens Cutting,4.7,18,0,0,Mumbai,0,Supplier Delay,0
ORD-2024-101306,Bifocal,Coating,25.0,48,1,0,Delhi,0,None,0
ORD-2024-101307,Bifocal,Prescription Verified,2.7,48,1,0,Pune,0,None,0
ORD-2024-101308,Single Vision,Shipped,34.5,24,1,2,Delhi,1,QC Failure,0
ORD-2024-101309,Single Vision,Shipped,24.8,24,1,0,Delhi,0,Machine Breakdown,1
ORD-2024-101310,Bifocal,Lens Cutting,27.5,48,1,0,Hyderabad,0,Inventory Shortage,0
ORD-2024-101311,Single Vision,Lens Cutting,6.3,24,1,0,Pune,0,Inventory Shortage,0
ORD-2024-101312,Single Vision,Shipped,44.3,24,0,1,Bangalore,2,Supplier Delay,1
ORD-2024-101313,Single Vision,Packing,35.0,30,1,0,Hyderabad,0,Machine Breakdown,1
ORD-2024-101314,Single Vision,Lens Cutting,5.9,24,1,0,Chennai,0,None,0
ORD-2024-101315,Single Vision,Packing,32.2,24,1,0,Mumbai,0,Inventory Shortage,1
ORD-2024-101316,Single Vision,Lens Cutting,10.1,24,1,0,Delhi,0,None,0
ORD-2024-101317,Bifocal,Lens Cutting,16.2,48,1,0,Mumbai,0,None,0
ORD-2024-101318,Progressive,Shipped,131.3,72,0,0,Delhi,0,Inventory Shortage,1
ORD-2024-101319,Single Vision,Shipped,31.5,24,1,0,Bangalore,0,None,0
ORD-2024-101320,Bifocal,Coating,19.5,36,0,0,Bangalore,0,Supplier Delay,0
ORD-2024-101321,Single Vision,Lens Cutting,15.7,30,1,0,Kolkata,0,Supplier Delay,0
ORD-2024-101322,Bifocal,Lens Cutting,20.8,48,1,0,Kolkata,0,QC Failure,0
ORD-2024-101323,Bifocal,Packing,48.1,48,1,1,Hyderabad,0,None,1
ORD-2024-101324,Bifocal,Order Placed,18.7,48,1,0,Hyderabad,0,Machine Breakdown,0
ORD-2024-101325,Single Vision,Shipped,15.7,24,1,0,Hyderabad,0,None,0
ORD-2024-101326,Single Vision,Packing,45.5,30,1,1,Hyderabad,0,QC Failure,1
ORD-2024-101327,Single Vision,Order Placed,5.2,24,1,0,Delhi,0,None,0
ORD-2024-101328,Progressive,Shipped,152.8,72,0,0,Delhi,0,Supplier Delay,1
ORD-2024-101329,Bifocal,Order Placed,1.6,48,0,0,Mumbai,0,Inventory Shortage,0
ORD-2024-101330,Bifocal,Lens Cutting,8.0,48,0,0,Hyderabad,0,Supplier Delay,0
